smiles,4lde score
O=C(N)CC1C(C(CC1)C)(C)C,-6.7
O=c1n(c(=O)n(c2nc([nH]c12)NN=O)C)C,-7.5
O=C(Nc1nnc(c(c2ccccc2)c1C#N)c1ccccc1)C,-5.3
OC12C(c3c(C(=O)C2)c(O)cc(OC)c3O)(C(=O)CCC1)C,-8.6
O1N(C(=O)C(=C(C)C)C1=O)c1ccccc1,-8.8
O1C(CCC1=O)c1c(OC)ccc(c1)C,-7.4
o1c(O)c(/C(=N/C2CCCCC2)/C)c(O)c1/C=N/c1ccccc1,-9.9
O=C(NC)/C(=C\c1ccccc1)/NC(=O)C,-7.1
[O-][n+]1nc(cc(N(c2ccccc2)C)c1C)c1ccccc1,-9.8
O(C(=O)N1C(CCCC1)CCCC)CC(C)C,-7
S(P(=O)(O)O)CCNCCCN,-5.6
C(Cc1c(cccc1)C)c1c(cccc1)C,-9.1
Clc1c2n(CCc3ncccc3)c(nc2ccc1)c1ncccc1,-7.4
S1(=O)(=O)CCCN(C1=O)CCC(=O)O,-7
O=c1c2c([nH]c3c1cncc3)c(c1c(c2)c(=O)[nH]cc1)C,-7.5
OCCC1(CC1)C,-5.2
Brc1cc2c3c(oc2cc1)cccc3,-8
O(CCC)C(=O)c1ccc(OC)cc1,-6.7
OC(=O)/C(=C/C(=O)O)/CCc1ccccc1,-8.9
S(=O)(=O)(c1cc(N)c(N2CCOCC2)cc1)c1ccc(N)cc1,-9.8
OC(CC(=O)CC(O)c1cccnc1)c1cccnc1,-8.6
S(C(CC(=O)O)C)CC,-5.3
o1c2ncc(c(c2c2c1ccc(O)c2)C)C(=O)C,-8.1
O=C1N(C(=O)N(C(=O)C1N)C)C,-6.5
OC(CCNC(=O)c1ccccc1)C,-7.4
O=C(NC(C(C)C)C(=O)O)C(NC(=O)OCc1ccccc1)CCC,-9.2
O=c1[nH]c(cc(c1C#N)C(=O)N)C,-7.2
O1[C@]2(N([C@H](C1)C(C)C)C(=O)CCC2)CC,-6.8
O(C(=O)c1c(NC(=O)Nc2ncccn2)cccc1)C,-9
Fc1c(NC(=O)OC(C)C)cc(F)cc1,-7.2
O=c1[nH]c(=O)[nH]cc1Nc1cc(ccc1)C,-8.4
s1c2c(CCCC2)c2c1nc1SCC(=Nn1c2=O)c1ccc(cc1)C,-8
O(c1c2c(CCC2=O)c(cc1)C)CC(=O)OCC,-8
O=c1[nH]c(nc(c1CCCCC)C)N,-7.2
S1C(c2c(n(nc2C)C(=O)c2c(O)cccc2)N=C1N)c1c(O)cccc1,-10
O(c1cc(O)c(cc1)C(=O)C)C,-6.6
OC(c1ccc(OC)cc1)(c1ccccc1)c1ccccc1,-9.4
O(c1c2c(c(NC(=O)C)cc1NC(=O)C)cccc2)C(=O)C,-7.3
SCCNC(=O)c1ccc(cc1)C(=O)NCCS,-7.4
O=C1Nc2c(/C/1=N/CCCC)cccc2,-7.8
O=c1[nH]c(CCCCC)cc(=O)[nH]1,-7.3
O1C(C(O)C(N)CC1OC)C,-6.1
S(c1ncnc2c1cc([N+](=O)[O-])cc2)C,-7.5
[O-][N+](=O)c1ccc(Cc2ncccc2)cc1,-8.6
Oc1cc(C(C)C)cc(cc1=O)C,-6.8
FC(F)(F)C(=O)CC(=O)Nc1c2c(ccc1)cccc2,-9.7
C(CC/C=C/CCC)CCC,-5.7
O=C(Nc1ccc(NC(=O)C)cc1)CC(=O)Nc1ccc(NC(=O)C)cc1,-7.8
O=C1NC(=O)CC2(CCCCC2)C1,-7.8
S(=O)(=O)(OCC(C(COS(=O)(=O)c1ccc(cc1)C)(C)C)(C)C)c1ccc(cc1)C,-9.7
S(=O)(=O)(N(Cc1cc(OC)ccc1)CC(=O)O)c1ccc(cc1)C,-8.6
O=C(n1c(ccc1)C(=O)OC)c1c(N)cccc1,-8.7
O(c1ccc(cc1)C)C,-5.7
P(=O)(N1CCOCC1)(N1CCOCC1)NC(=O)N1CCOCC1,-6.4
Clc1cc2c(oc(c2)/C(=C/C(=O)C(=O)OC)/O)cc1,-8.8
O=c1[nH]c(nc(c1)C(=O)C(=O)OC)NC(=O)C,-7.7
Clc1c(NC(=O)OC(C)(C)C#N)c(Cl)ccc1,-6.8
O[C@H]1[C@H]2[C@H]([C@H]3[C@](C1)(C(=O)CC3)C)CCC1=CC(=O)C=C[C@]21C,-7.5
S(C1C(O)CCC1)CC,-5
O=C1CC2(CCc3c(C2=C1)ccc(OC)c3)C,-9.7
o1c(nc2c1cccc2)c1[nH]c2c(n1)cccc2,-9.4
Clc1ccc(Nc2nc(nc3CCCc23)N)cc1,-9.7
[As](c1c2c(ccc1)cccc2)(c1ccccc1)c1ccccc1,-9.2
OC(=O)C1(NC(Cc2c1[nH]c1c2cccc1)C(=O)O)C,-8.5
Clc1c(Nc2nc(nc3n(ncc23)c2ccc(cc2)C)C)cccc1,-8.5
O(c1c2c(n(c3c(c2=O)cccc3)C)cc(OC)c1OC)C,-4.6
ClC1(CC1)c1c(ccc(O)c1)C(=O)OC,-7.7
S(=O)(=O)(O)c1c(O)cc(N)cc1,-7.1
Clc1cc2oc(nc2cc1)N,-6.9
[O-][N+](=O)c1c(C(C)C)cc(NC(=O)C)c(c1)C,-7.7
O(c1c(C(=O)N(CC)CC)cccc1)C(C)C,-7.3
O1C2(C(C3(C(C(CCC3)(C)C(=O)O)CC2)C)CC1=O)CC(=O)O,-7
Brc1ccc(n2sc3ncccc3c2=O)cc1,-8.7
O1C(CC(O)c2c1cccc2)c1ccc(O)cc1,-9.5
o1c2c(c3c1cccc3)cc(N)cc2,-8.1
S(c1cc(cc([N+](=O)[O-])c1)C(=O)O)CC,-7.3
Clc1cc2[C@@H]3N(C(N(c2cc1)C)C(C)C)CCc1c3cccc1,-5.1
Brc1c2on(c(=O)c2cc(Br)c1)C(=O)OCC,-6.6
O1C(n2nnc3c2cn[nH]c3=O)CCC1CO,-8.5
s1c(NC(=O)C)nc(c1)C(=O)N,-6.4
O(c1cc(Nc2nc3c(nc2)cc(N)cc3N)cc(OC)c1)C,-9.8
o1c2c(c(OC)cc(OC)c2)cc(c1=O)C(=O)O,-7.3
O=C1C(=C2NCCCN2)CCC1,-6.7
S1c2c(NC(=O)C1)ccc(OC)c2,-6.9
S(c1nc[nH]c(=O)c1)C,-5.4
O(C(=O)c1c(CCC(=O)OC)c([nH]c1C#N)C(=O)OC)CC,-7
O(C(=O)/C=C/1\Nc2c(-n3nnnc13)cccc2)CC,-8.7
S1(=O)(=O)CC(O)CC1,-4.9
S(=O)(=O)(N/N=C/c1ccc(N(CC)CC)cc1)c1ccc(NC(=O)C)cc1,-9
Brc1c(nc([nH]c1=O)N)N,-6.6
O(c1cc(Cc2ccc(OC)cc2)cc(OC)c1OC)C,-8.2
O=C(N[N+](=O)[O-])N,-4.6
Clc1c(n2nc(cc(Cl)c2=O)C)ccc(Cl)c1,-8.4
O(N1C(=O)CCC1=O)C(=O)Cc1ccc([N+](=O)[O-])cc1,-9
S(C(C)C)C#N,-3.9
O1CCN(C2=NC3(Nc4c(N3)cccc4)C(=C(N2)N)C#N)CC1,-8.5
S(=O)(=O)(N)c1[nH]c(=O)c2[nH]cnc2n1,-7.4
O1CC(NC1OCC)(C)C,-5.6
O(c1c(nccc1)C(C#N)C#N)C(=O)C,-6.5
O(C(=O)CCN1CCCC1)CC,-5.8
S=C(Nc1ccc(O)cc1)NC(=O)c1cc([N+](=O)[O-])ccc1,-9.9
OCC/N=C/c1ccc([N+](=O)[O-])cc1,-7.2
S(=O)(=O)(O)c1c2c(nccc2)c(O)c(N=O)c1,-9
OCC1C2(C(C(CCC2)(C)C)CC=C1C)C,-7.6
S(=O)(=O)(OC1C(OC(=O)c2ccccc2)C(OC(=O)c2ccccc2)C(OC1)OC)C,-7.4
O(C(=O)/C(=C/C(=O)OC)/c1c2c([nH]c1)cccc2)C,-8
Clc1c(C(c2ccc(Cl)cc2)CO)cccc1,-9
O1[C@H]([C@H](N(C1)C)C)c1ccccc1,-6.9
S(c1c(cc(OP(=O)(OCC)OCC)cc1C)C)C#N,-7.3
o1[nH]c(=O)[nH]c1=O,-4.6
O=C(N(CC(=C)C)CC(=C)C)N,-5.9
S(=O)(=O)(N(CCCc1c(nc([nH]c1=O)N)c1ccc(cc1)C)c1ccccc1)c1ccc(cc1)C,-8
OC(=O)C(Nc1ncnc2-c3c(CCc12)cccc3)CC(C)C,-9.2
O=C1NCCN=C1Cc1ccccc1,-7.7
s1c(/N=C\c2c(O)cccc2)ncc1,-6.5
O1C(C(Cc2c1[nH]c(=O)[nH]c2=O)C(=O)OCC)(c1ccccc1)C,-8.6
OCCN(CCCCO)CCCCO,-6.1
o1c(c(c2c1cccc2)C(=O)c1ccc(O)cc1)CC,-8.4
S(=O)(=O)(O)c1c2c(sc1)cc(nc2C)C,-6.3
S=C1NCCOc2c1cccc2,-6.9
Brc1cc(N2CCCC2)c([N+](=O)[O-])cc1Br,-6.6
s1c(N(Cc2ccccc2)C(=O)C)ncc1,-7.2
o1c(CNc2nc(N3CCCCC3)c3[nH]cnc3n2)ccc1,-9.1
OCCN(C1CCCCC1)CCO,-6.4
S1(=O)(=O)N(CSC(=S)N2CCCC2)C(=O)c2c1cccc2,-8.3
OC(=O)Cc1cc2CCCc2cc1,-7.8
OC1C2(C(C3C(C4(C(CC3)CC=CC4)C)CC2)CC1O)C,-8.8
OC1(c2c(-c3c1ccc(c3)C)cc(cc2)C)c1ccccc1,-6.8
s1c2n(cc(n2)c2c(O)cc(SC)cc2)cc1,-7.8
[nH]1c(c2nc(nc(c2c1C)c1ccccc1)C)c1ccccc1,-7.6
O(c1c(OCc2ccccc2)ccc(c1)CO)Cc1ccccc1,-9.8
O=C1C2C(C3C(C(CC3)C(=O)C)(C1)C)CCC1C2(CCC(C1)C(=O)C)C,-6.7
S=C(n1ncc(c1N)C(=O)OCC)N,-6.2
O=c1n(c(=O)n(c2nc(n(c12)C)N(N=O)CC)C)C,-6
O1C(C(O)C(O)C1C#N)COC(=O)c1ccccc1,-8.3
S(=O)(=O)(N/N=C/c1ccc(N(CC)CC)cc1)c1ccc(N)cc1,-9.6
O1C(=O)C(C(c2c1cc(O)cc2)CC(=O)OCC)c1ccc(N)cc1,-8.7
BrC(F)(F)C(Cl)(F)CC(=C)Br,-6.1
O(c1cc(OC(=O)C)ccc1)C(=O)C,-7
Clc1cc(C/C=N/OCC(=O)O)c(OC)cc1,-7.3
O1C(C(O)(C(=C1C(=O)OCC)C(=O)OCC)C(=O)OCC)C(=O)OCC,-5.9
o1c(nc(c(CC)c1=O)c1ccccc1)N(C)C,-7.5
Clc1ccc(S(=O)(=O)NC(CC)C)cc1,-7.5
O=C1C(/N=C/c2ccc([N+](=O)[O-])cc2)C(=Nc2[nH]ncc12)Nc1ccccc1,-6.5
O(CCCC)C(=O)c1cccnc1,-6.7
OC1(CCCC1)C=C,-5.5
O(CCOC(=O)C=C)C(=O)C=C,-5.7
O1C(CC(C1=O)C#N)C,-5.8
O1C(n2c3ncnc(N(C)C)c3nc2)C(OC)C(OC)C1COC,-6.7
O1c2c(C(=O)N(CC)CC)cccc2OC1,-7.2
S(OC(C)C)c1ccccc1,-6.4
S(=O)(=O)(CCCC)c1cc(NC(=O)C)c(OC)cc1,-7.5
S(=O)(=O)(OCCN(c1ccc(cc1)B1OC(C(O1)(C)C)(C)C)CCOS(=O)(=O)C)C,-8.8
S(P(=O)(OC)OC)c1ccccc1,-6.3
N12C(CCC1)Cc1c(C2)c2c(cc1)cccc2,-9
O(c1c(OC)c(O)ccc1[N+](=O)[O-])C,-6.9
ClC(F)(F)C(O)(C(C(O)c1ccccc1)C)C(Cl)(F)F,-8.3
OC(c1ccc(c2ccccc2)cc1)C(=O)O,-9.5
s1c(NC(=O)C)ncc1[N+](=O)[O-],-6
OC(c1[nH]c2c(n1)cc(c(c2)C)C)(C)C,-8.7
O1Cc2c(nccc2OC)C1=O,-6.7
N1CC(CC)C=Cc2c1cccc2,-8.1
O1C(C(OC(=O)C)C(OC(=O)C)C=C1)C,-7.3
Fc1c(CN)cccc1,-6.1
O=C(/C(=C\c1ccccc1)/c1ccccc1)C,-9.5
O(CCCOc1ccccc1)c1ccccc1,-7.6
FC(F)(F)c1cc2nc(Nc3ccc(cc3)C(=O)OCC)c(nc2cc1)C(=O)OCC,-8.6
S(CN(c1nc(N(C)C)nc(N(C)C)n1)C)CC,-5.8
O1CCN(C(C(N2CCCc3c2cccc3)c2ccccc2)C(O)c2ccccc2)CC1,-5.3
O(CCCCCCCCCC)C(=O)C(O)C,-6.8
BrC1CCCC(Br)C2=C1[N+](=O)c1c(N2[O-])cccc1,-5.2
S1CC(=O)N(/C/1=N/c1ccccc1)c1ncccn1,-8
O(c1c(ccc(OC)c1)C(=O)C#N)C,-6.2
n1(CCn2ccnc2)c2c(nc1)cccc2,-7.8
s1c(Nc2c(OC)cccc2)nc(c2oc([N+](=O)[O-])cc2)c1,-9.1
ONc1cc(c(nc1N=O)N)C,-7.3
O(Cc1ccccc1)c1nc(N)c(C(=O)NCC(=O)OCC)cn1,-9
O=c1[nH]cnc2ncncc12,-6.5
O(Nc1c([N+](=O)[O-])cccc1[N+](=O)[O-])C,-7.4
s1c(C(=O)c2c(n(c(=O)n(c2=O)C)C)N)ccc1,-8
O=c1n(c(=O)n(c2[nH]cc(c(=O)c12)C(=O)OCC)C)C,-7.7
Brc1c(CC2NCCc3c2cc2OCOc2c3)cc(OC)c(OC)c1,-9.6
S(=O)(=O)(OCC1OC(OC1COS(=O)(=O)c1ccc(cc1)C)(C)C)c1ccc(cc1)C,-9.6
O(c1c(c2Cc3c(C(=O)c2cc1)cccc3)C)C,-9.3
n1(CCCN(C)C)c2c(cc1)cccc2,-7.2
N(CCCC)(CC#N)C,-4.7
O=c1n(n(c(c1C(=O)O)C)C)c1ccccc1,-9
OC(=O)C1=CN(C=C(C1c1ccccc1)C(=O)O)Cc1ccc(OC)cc1,-8.5
O(CCCC)C(=O)CC(C)C,-5.8
O=C(NCC(=O)O)c1c2c(nc3c1cccc3)cccc2,-8.4
O(Cc1[nH]c2c(n1)cccc2)c1ccc(OC)cc1,-8.6
OC1C2(C(C3C(CC2)c2c(CC3)cc(OC)cc2)C/C/1=C\C(=O)O)C,-8.5
O(CC(O)CO)CCC,-4.8
o1c(CNC(=O)NCOC(=O)CC)ccc1,-7.5
[O-][N+](=O)c1c(/C=N/N2CCCCCC2)cccc1,-8.3
OC(CCCn1c(ncc1)[N+](=O)[O-])CO,-6.9
O1C(N(C)C)(NCc2ccccc2)N=C(N(C)C)N=C1N(C)C,-7.6
O1C(OC)(OC)C(OC)(OC)C(C(=C1c1ccccc1)C#N)c1ccc(OC)cc1,-2.9
[nH]1c2c(c(c1)/C=N/CC/N=C/c1c3c([nH]c1)cccc3)cccc2,-9.9
O=C(N(C)C)c1ccc([N+](=O)[O-])cc1,-7
s1nc(CCO)c(n1)C,-5.1
O1C(N(c2c1cccc2)C(=O)OCC)C#N,-7.1
N12N=NN(C1=CC=CC2)C,-6.3
Oc1cc2-c3c(Cc2cc1N)cccc3,-9.1
S1CCCSC1C(=O)OC,-5
S(c1c(=O)cc2C(NC(=O)C)CCc3c(-c2cc1)c(OC(=O)C)c(OC(=O)C)c(OC)c3)C,-1.8
O(c1c(O)c(ccc1OC)C(=O)/C=C/c1ccc(O)cc1)C,-9.4
s1cc(nc1C)c1[nH]c([N+](=O)[O-])c(n1)[N+](=O)[O-],-7.6
O(c1c(C(C)C)ccc(c1)C)C(=O)Nc1ccccc1,-9.3
S(c1nc(N2CCCCC2)c2c([nH]nc2n1)CC#N)Cc1ccccc1,-9.5
S(c1[n+]([O-])cccc1)c1nc(Sc2[n+]([O-])cccc2)nc(Sc2[n+]([O-])cccc2)n1,-5
P(=O)(NC(=O)c1ccc(F)cc1)(N)N,-7.8
O=C1N(CCCCC)C(=O)c2c1cccc2,-8
Clc1ccc(CS)cc1,-5.4
Oc1c(c[nH]c(=O)c1)C(=O)O,-6.9
Clc1c(S(=O)(=O)N)cc(S(=O)(=O)N)c(c1)C,-8.3
OC(=O)C(=Cc1n(Cc2ccccc2)c(nc1)C)C(=O)O,-9.3
O(C(=O)C(=O)C)C,-4.5
N(CCCC(Nc1c2c(nc(c1)C)cc(N(C)C)cc2)C)(CC)CC,-8.2
O(c1ccc(NC(=O)CCC)cc1)CC,-7
Clc1ccc(NC(=O)NC(CCSC)C(=O)O)cc1,-8.2
N1(/C(=C/C=C/N=C(C#N)C#N)/C(c2c1cccc2)(C)C)C,-8.2
O1C(CC(=O)c2c1n(nc2C)c1ccccc1)C,-9
O(C1C2CCN(C1)CC2)C(=O)C(O)(c1ccccc1)/C=C\C(C)C,-8.9
O(C(=O)C1=C(N)CCc2c1cccc2)C,-9.2
OC(=O)c1c2ncnc(N)c2[nH]c1,-7.5
Clc1c(NC(=O)CCC(=O)C(C(=O)CCC(=O)OC)C(=O)OC)ccc(Cl)c1,-8.9
S(C(c1ccc(cc1)C)c1ccc(cc1)C)CC(N)C(=O)O,-8.8
O=c1[nH]c(nc2ncc(nc12)CCN(c1ccc(cc1)C(=O)O)C)N,-9.7
S(=O)(=O)(Cc1c([N+](=O)[O-])cc(cc1)C(=O)O)c1ccccc1,-9.1
O=C1N=C(N=C(C1C)C(=O)O)c1ccccc1,-8.7
O(c1ccc(C(/N=C/C(C)(C)C)C)cc1)C,-7.9
Clc1ccc(C(=O)C=C2NCCN2)cc1,-8.3
ClC(Cc1ccccc1)C(=O)O,-7
O1C(C(NC)CC1n1cc(c(=O)[nH]c1=O)C)CO,-7.7
OC(CCCCC)(CCCC)CCCC,-6.7
OC(C(O)CC)(C)C(=O)O,-6.2
O(C(C)(C)C)C(=O)NCCN(C(=O)N[C@@H](Cc1ccccc1)C(=O)OC)c1ccccc1,-9.2
O(c1c(c2[nH]c3c(nc(N4CCN(CC4)C)cc3)n2)cc(OC)c2nc([nH]c12)COC)C,-7.4
O(C(=O)c1c2Cc3c(-c2ccc1)ccc(N)c3)C,-8.8
O=C1N(C(C(N1)c1ccccc1)C)C,-7.6
S1C(n2c(nc3c2cccc3)C1)c1ccc(cc1)C,-8.3
O1c2c(Cc3c1cc(OC)cc3OC)c(OC)cc(OC)c2,-6.5
O(CCC)C(=O)c1ccc(NC(=O)Nc2ccc(cc2)C(=O)OCC)cc1,-9.8
O1C(C(O)C(OCc2ccccc2)C1OC)C,-7.7
O=C1N(C(=O)N(C1(CC(C)C)C)C=C)C=C,-6.2
OC(C1CC2C(CC1)CCCC2(C)C)C,-8.4
O=C(c1nc2c(cc1)cccc2)CC(=O)OC,-8
O(C1NC=C(C1)/C=C/C(=O)OC1=C(O)CCC1=O)C(=O)C,-8.7
s1nc2c(N3CCCC3)ncnc2n1,-6.7
OCCCCn1nnc(Cn2ncc3c2ncnc3NC)c1,-7.5
Fc1c(N2CCOCC2)cc2[nH]c(=O)c(nc2c1)C(C)C(=O)OCC,-9.3
O1c2cc(C(O)CN)ccc2OC1,-7.1
OC(c1cc(OC)c(OC)cc1)c1cc(OC)c(OC)cc1,-8.1
S1(=O)(=O)N([C@@H](C(C)C)C=C[C@H](N1Cc1ccc(OC)cc1)C)Cc1ccccc1,-7.1
Clc1ccc(Cc2n(/N=C/c3cc(OC)c(OC)c(OC)c3)c(=O)[nH]n2)cc1,-8.5
OC(=O)C(c1ccc(OC)cc1)c1ccc(N)cc1,-9.6
O1C2C(N(C(C)(C)C)C1)CCCC2,-6.6
n1c(CC/C(=C/c2cccnc2)/c2ncccc2)cccc1,-8.8
S1CCCN(CC=C)C1=S,-5.2
o1c2c(c(=O)n(CC)c1=O)cccc2,-7.6
N#CCc1c(cc(c(c1)C)C)CC#N,-6.7
OCC1C(c2c(CC1C(=O)O)cc(OC)c(O)c2)c1cc(OC)c(O)cc1,-6.7
S(c1c(N)cccc1)c1c(cccc1)C#N,-8.4
O[C@@H]1[C@@H](n2c3ncnc(NN)c3nc2)CCCC1,-8.4
S(CCC(C)C)c1n(c2c(n(c(=O)n(c2=O)C)C)n1)C,-7.4
OC(=O)C1C2C1C=CC2,-6.6
Fc1c(CCc2n(ccn2)C)ccc(F)c1,-7.9
OC1C2C(NC(C1CCC2)c1ccc(OC)cc1)c1ccc(OC)cc1,-6.8
O1C(C(COC1/C=C/C)(C)C)C(C)C,-7.7
NCC(c1ccccc1)c1ccccc1,-8.3
O1[C@H](C2C([C@@H](OC2=O)c2cc(OC)c(O)cc2)C1=O)c1cc(OC)c(O)cc1,-7.6
OCCN(Cc1ccc(OC)cc1)C(=O)C,-7.3
O(C(=O)C(NC(=O)C)(Cc1c2c([nH]c1)cccc2)C#N)CC,-8
Brc1ccc(c2nc3n(c2)cc(Cl)cc3)cc1,-8.8
O=C(N(C1CCCCC1)C(=O)CN)NC1CCCCC1,-7
O(C(=O)C1C(CC=CC1)C(=O)OCC=C)CC=C,-6.8
S(=O)(=O)(OCC(c1cc(OC)ccc1)(C)C)c1ccc(cc1)C,-9.5
O=C(N(CCCCCCN(C)C(=O)C)C)C,-6.8
S(c1ccc(NC(=O)OCC2C3CC(C2)C=C3)cc1)C,-8.9
O1C(c2cc(OC)c(OC)cc2)C(=Cc2c1c(OC)ccc2)[N+](=O)[O-],-7.9
s1c(ncc1C(=O)O)CCC(N)C(=O)O,-7.2
O=c1n(Cc2ccccc2)c(=O)cc([nH]1)C,-8.6
O=c1[nH]nnc2c([nH]nc12)C,-6.6
O[C@@H]1[C@]2([C@H](C2)C(n2c3ncnc(N)c3nc2)C1)CO,-8.4
O(CC(C)C)C(=O)c1c(OCC)cccc1,-7.1
s1c2c(CC(C2=O)C)cc1,-6.2
O=C(N(CCO)CCO)Cn1c(ncc1)[N+](=O)[O-],-6.7
O1C2C(OC1(C)C)COC(OC)C2OC(=O)c1ccccc1,-8.2
Clc1ccc(c2c(c(N3CCSCC3)nc(N)c2C#N)C#N)cc1,-5.2
S1(=O)(=O)C(CN(C1=O)CCC#N)C,-5.9
S(=O)(=O)(O)CNCc1ccccc1,-7.4
O(C(=O)C(CC)(c1ccccc1)C(=O)OCC)CC,-7.3
S(CC)/C(=N/c1ccccc1)/SC,-6.3
O1CCN(c2nc(N3CCN(CC3)C)nc3c2CN(CC3)CC(C)C)CC1,-3.2
OC(=O)C(N(C)C)CC(=O)NC,-5.6
Clc1ccc(CSc2nc(N)ccn2)cc1,-8.7
O=C(CC(c1ccccc1)C)c1ccccc1,-9.3
S1c2c(cccc2)C(=O)OC1,-7
S(c1n(cnc1[N+](=O)[O-])C)c1nncc2[nH]cnc12,-7.7
O(CCC)C(=O)/C=C/c1c(OC)c(OC)ccc1,-7.2
S(=O)(=O)(On1c(=O)c2sc(nc2[nH]c1=O)C)c1ccccc1,-9.9
ClC(Cl)C1OCCCO1,-5.1
O1CCc2n[nH]c(c2NC1=O)C,-6.9
Brc1cc2C(=O)/C(=C/c3cc([N+](=O)[O-])ccc3)/COc2cc1,-9.4
O(C(=O)c1cc2c(nc1)cccc2)CC,-7.8
OC(c1ccccc1)(c1ccccc1)/C=C/c1ccccc1,-9.3
OC(=O)C(N)CCCCCCC,-6.4
O(C(=O)c1c([nH]nc1)CC#N)C,-6.2
Clc1cc(OCC(=O)NC(CC(C)C)C(=O)O)cc(Cl)c1,-8.3
S(C1(OC(C(O)C1O)COC(=O)c1ccccc1)C)CC,-8.7
OC(=O)C(Cc1c(cccc1)C(=O)O)C(=O)O,-8.6
O(C(=O)C(C1CCCCC1)C#N)CC=C,-6.9
O=C(NC(CCC)C)C,-5.2
OC(=O)C(NC(=O)c1ccccc1)Cc1c2c([nH]c1)cccc2,-9.6
Brc1cc2c(oc1=O)ccc([N+](=O)[O-])c2,-7.9
Brc1ccc(NC2C(=O)NC(=S)NC2=O)cc1,-7.6
S(=O)(=O)(N(Cc1cc(ccc1)C)CC(=O)O)C,-8.3
O(c1cc(CCCCC(=O)O)ccc1O)C,-8
S(=O)(=O)(c1nnc(Nc2ccccc2)cc1)C,-8.6
Clc1ccc(N2N=C(NN(C2)C(=O)OCC)C(=O)C)cc1,-8.1
S(=O)(=O)(NC(CCC(=O)N1CCOCC1)C(=O)O)c1ccc(cc1)C,-8.7
S=C1NC(C=C(N1c1cc([N+](=O)[O-])ccc1)C)(C)C,-7.7
O(c1cc2CCc3c(-c2cc1)ncnc3N)C,-8.4
S(C(Sc1ccc(cc1)C)C(=O)O)c1ccc(cc1)C,-8.9
Brc1cc(C(=O)Nc2ccc(c3nc4n(c3)cccc4)cc2)c(O)cc1,-10
O(C(=O)C(CC(C)C(=O)OCC)C)CC,-6.6
S1C(N(NC(=O)Cc2ccccc2)C(=O)/C/1=C/c1cc(O)ccc1)c1ccc(OC)cc1,0.4
O=C1N2c3c(CCC2)cc([N+](=O)[O-])cc3CC1,-8.1
ON1N=C(C(c2c1cccc2)(C)C)c1ccccc1,-9.1
O(c1c(OC(=O)C)cccc1)C(=O)C,-7
O=C(N)C(N(C)C)(C)C#N,-5
O=C(CCC(=O)OC)c1ccc(OC)cc1,-7.6
O=C(NN)c1c(cccc1)C,-7.5
O1C(OCC1c1ccccc1)(CCCCC)C,-7.5
O=c1[nH]c(nc(NCC)n1)N,-6.2
OC(=O)CC1C(C(CC1)C)(C)C,-6.6
O=c1ncn(Cc2ccccc2)c2nc[nH]c12,-8.8
S=C(N(c1ccccc1)C)c1ccccc1,-7.9
s1c(N)c(c2[nH]c3c(n2)cccc3)c2nc(c(nc12)C#N)C#N,-8.1
OC1C2(Cc3c1cc1c(c3)CCC1)Cc1c(C2)ccc(c1)CO,-9.7
O(C(=O)/C=C/c1c([N+](=O)[O-])cccc1)C,-7.6
O1CC(=O)NC(=O)C1,-5.1
S(c1cc(NC(=O)N2CCN(CC2)C)ccc1)C,-8
n1c2c(nc(nc2NC)NC)c(nc1NC)NC,-6.4
OC(=O)C(N(C)C)(Cc1ccccc1)c1ccccc1,-7.6
O=C1C2C(CCCC2)C(=O)/C/1=C/c1occc1,-8.8
Clc1ccc(OCC(=O)Nc2ccc(cc2)C)cc1,-8.9
O=C(NC(CCC(=O)OCC)C(=O)OCC)C1NC(=O)CC1,-7.5
Oc1c(c2nc(nc(c2)c2ccccc2)NC#N)cccc1,-8.9
S(CC(CSC)(COC(=O)C)c1ccncc1)C,-6.1
O=c1n2c(NCCC2)c(CCCCCCC(=O)OC)cc1,-8.8
O(C(C)(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)OC,-8.4
O(CC(C)C)C(=O)Cc1cc(OC)c(OC)cc1,-7.3
OC(/C(=C\n1ccnc1)/c1cc(OC)c(OC)cc1)c1cc(OC)c(OC)cc1,-7.9
o1[n+]([O-])c2c(n1)c1c(n(c2=O)C)cccc1,-8.6
O(C(=O)C1CCCCCCC1=O)CC,-7.1
O(CC(O)CNC(C)C)c1ccc(cc1)CC(=O)N,-8
OC(=O)CC(CCCCC)(CC(=O)O)C,-7.4
[O-][n+]1cc(cc(c1)C)C,-6.3
O1[C@H]2[C@@H]([C@@H]3[C@@H](OC(=O)C3)[C@H]2OC1(C)C)COCc1ccccc1,-9.4
[O-][N+](=O)c1c(N(C)C)ncnc1NC,-6.1
O(C(=O)C(N1C(=O)c2c(C1=O)cccc2)Cc1ccc([N+](=O)[O-])cc1)C,-9
s1c(cn2c1nc(c2)c1sccc1)CC,-7
Clc1ccc(OCC(=O)Nc2c(CC)cccc2)cc1,-8.8
Oc1c2c(c(NC=C(C(=O)OCC)C(=O)OCC)ccc2)ccc1,-9.1
O=C(C(Cc1ccccc1)c1ccccc1)c1ccccc1,-9.3
FC(F)(F)c1c2nc(cc(c2ccc1)C(=O)O)C,-8
OC(CCC(CC)C)C(CO)C,-6.4
